hunk_id,file,classification,candidate_key,candidate_name,summary
"src/Numeric/Stencil.H:1250-1260","src/Numeric/Stencil.H","CANDIDATE","gpu_host_device_stencil_helpers","Gpu Host Device Stencil Helpers","Annotates stencil/derivative helpers for host/device use and normalizes defaults. Evidence: AMREX_GPU_HOST_DEVICE VectorToField(const amrex::Array4<Set::Scalar>& f, const int& i, const int& j, const int& k, Set::Vector vector) VectorToField( const amr"
"src/Numeric/Stencil.H:1267-1283","src/Numeric/Stencil.H","CANDIDATE","gpu_host_device_stencil_helpers","Gpu Host Device Stencil Helpers","Annotates stencil/derivative helpers for host/device use and normalizes defaults. Evidence: AMREX_GPU_HOST_DEVICE Divergence(const amrex::Array4<const Set::Matrix4<AMREX_SPACEDIM, SYM>>&, const int, const int, const int, const Set::Scalar[AMREX_SPACEDI"
"src/Numeric/Stencil.H:1314-1327","src/Numeric/Stencil.H","CANDIDATE","gpu_host_device_stencil_helpers","Gpu Host Device Stencil Helpers","Annotates stencil/derivative helpers for host/device use and normalizes defaults. Evidence: [[nodiscard]] AMREX_FORCE_INLINE [[nodiscard]] AMREX_GPU_HOST_DEVICE AMREX_FORCE_INLINE [[nodiscard]] AMREX_FORCE_INLINE [[nodiscard]] AMREX_GPU_HOST_DEVICE AMR"
"src/Numeric/Stencil.H:1342-1348","src/Numeric/Stencil.H","CANDIDATE","gpu_host_device_stencil_helpers","Gpu Host Device Stencil Helpers","Annotates stencil/derivative helpers for host/device use and normalizes defaults. Evidence: [[nodiscard]] AMREX_FORCE_INLINE [[nodiscard]] AMREX_GPU_HOST_DEVICE AMREX_FORCE_INLINE"
"src/Numeric/Stencil.H:1385-1395","src/Numeric/Stencil.H","CANDIDATE","gpu_host_device_stencil_helpers","Gpu Host Device Stencil Helpers","Annotates stencil/derivative helpers for host/device use and normalizes defaults. Evidence: template<class T> [[nodiscard]] AMREX_FORCE_INLINE static T CellToNodeAverage(const amrex::Array4<const T>& f, const int& i, const int& j, const int& k, const i"
"src/Numeric/Stencil.H:1402-1414","src/Numeric/Stencil.H","CANDIDATE","gpu_dimension_aware_constants","Gpu Dimension Aware Constants","Uses dimension picks in device-callable interpolation. Evidence: )) * fac; )) * AMREX_D_PICK(0.5, 0.25, 0.125); template<class T> [[nodiscard]] AMREX_FORCE_INLINE static T CellToNodeAverage(const amrex::Array4<T>& f, const in"
"src/Numeric/Stencil.H:1421-1432","src/Numeric/Stencil.H","CANDIDATE","gpu_dimension_aware_constants","Gpu Dimension Aware Constants","Uses dimension picks in device-callable interpolation. Evidence: )) * fac; )) * AMREX_D_PICK(0.5, 0.25, 0.125); template<class T> [[nodiscard]] AMREX_FORCE_INLINE static T NodeToCellAverage(const amrex::Array4<const T>& f, co"
"src/Numeric/Stencil.H:1434-1445","src/Numeric/Stencil.H","CANDIDATE","gpu_dimension_aware_constants","Gpu Dimension Aware Constants","Uses dimension picks in device-callable interpolation. Evidence: )) * fac; )) * AMREX_D_PICK(0.5, 0.25, 0.125); template<class T> [[nodiscard]] AMREX_FORCE_INLINE static T NodeToCellAverage(const amrex::Array4<T>& f, const in"
"src/Numeric/Stencil.H:1447-1455","src/Numeric/Stencil.H","CANDIDATE","gpu_dimension_aware_constants","Gpu Dimension Aware Constants","Uses dimension picks in device-callable interpolation. Evidence: )) * fac; )) * AMREX_D_PICK(0.5, 0.25, 0.125); constexpr static Set::Scalar fac = AMREX_D_PICK(0.5, 0.25, 0.125);"
"src/Test/BC/Constant.H:0-0","src/Test/BC/Constant.H","ONEOFF","test_regression_coverage","Test Regression Coverage","Adds focused regression helper/test coverage; unique test artifact. Evidence: #ifndef TEST_BC_CONSTANT_H #define TEST_BC_CONSTANT_H #include <cmath> #include <limits> #include <AMReX_FArrayBox.H> #include <AMReX_Geometry.H> #include <AMRe"
"src/Test/Numeric/Stencil.H:134-139","src/Test/Numeric/Stencil.H","ONEOFF","test_regression_coverage","Test Regression Coverage","Adds focused regression helper/test coverage; unique test artifact. Evidence: inline Set::Matrix IsotropicFaceStress(const Set::Matrix& gradu, Set::Scalar lambda, Set::Scalar mu) { return lambda * gradu.trace() * Set::Matrix::Identity() +"
"src/Test/Solver/Nonlocal/Newton.H:0-0","src/Test/Solver/Nonlocal/Newton.H","ONEOFF","test_regression_coverage","Test Regression Coverage","Adds focused regression helper/test coverage; unique test artifact. Evidence: #ifndef TEST_SOLVER_NONLOCAL_NEWTON_H #define TEST_SOLVER_NONLOCAL_NEWTON_H #include <limits> #include ""Solver/Nonlocal/Newton.H"" namespace Test { namespace Sol"
"src/Unit/Unit.H:194-249","src/Unit/Unit.H","ONEOFF","unit_api_adjustment","Unit Api Adjustment","Extends unit constructors with optional scale; isolated API change. Evidence: static Unit Less() { return Unit{1.0, {0,0,0,0,0,0,0}}; } // 1 static Unit Length() { return Unit{1.0, {1,0,0,0,0,0,0}}; } // m static U"
"src/Integrator/Base/Mechanics.H:198-218 #1","src/Integrator/Base/Mechanics.H","CANDIDATE","gpu_residual_api_update","GPU Residual API Update","Subentry #1: switches residual computation to model-aware compResidual API."
"src/Integrator/Flame.cpp:484-534 #1","src/Integrator/Flame.cpp","CANDIDATE","gpu_device_error_flag","GPU Device Error Flag","Subentry #1: records non-finite values through a device error flag."
